-9.597 27.359 -2.279 EEG001
0.037 28.771 -0.558 EEG002
9.739 27.678 -2.308 EEG003
-17.879 22.356 -3.453 EEG004
-10.987 25.051 6.921 EEG005
11.643 25.341 7.158 EEG006
18.174 22.71 -3.506 EEG007
-22.907 13.848 -3.723 EEG008
-21.017 15.661 5.517 EEG009
-16.381 17.316 13.756 EEG010
-8.964 18.561 19.673 EEG011
0.102 19.076 21.668 EEG012
9.622 18.78 19.412 EEG013
16.9 17.705 13.306 EEG014
22.142 16.246 5.336 EEG015
23.814 14.483 -3.912 EEG016
-27.411 4.749 -16.441 EEG017
-26.335 4.604 -3.63 EEG018
-25.174 6.078 7.975 EEG019
-11.105 8.48 26.078 EEG020
11.34 8.619 25.693 EEG021
25.93 6.5 7.967 EEG022
26.674 5.026 -3.694 EEG023
27.423 4.683 -16.477 EEG024
-28.004 -5.161 -15.741 EEG025
-27.439 -5.222 -3.047 EEG026
-26.173 -4.486 9.507 EEG027
-21.308 -3.792 20.982 EEG028
-11.788 -3.255 29.261 EEG029
0.131 -2.989 32.682 EEG030
12.282 -3.138 28.825 EEG031
21.882 -3.554 20.729 EEG032
27.209 -4.165 9.523 EEG033
27.738 -4.897 -3.094 EEG034
27.895 -5.334 -15.738 EEG035
-27.914 -15.165 -14.902 EEG036
-27.657 -15.004 -2.3 EEG037
-20.721 -15.326 21.395 EEG038
-11.578 -15.418 29.771 EEG039
12.514 -15.347 29.569 EEG040
21.717 -15.205 21.381 EEG041
27.891 -14.849 -2.325 EEG042
28.091 -15.335 -14.954 EEG043
-23.615 -23.947 -0.811 EEG044
-21.932 -24.873 9.253 EEG045
-17.282 -25.687 18.238 EEG046
-9.331 -26.253 24.594 EEG047
0.106 -26.446 26.935 EEG048
10.407 -26.241 25.011 EEG049
18.149 -25.613 18.44 EEG050
22.133 -24.747 9.158 EEG051
23.818 -23.822 -0.828 EEG052
-17.879 -31.797 0.91 EEG053
-11.904 -32.881 12.117 EEG054
11.992 -32.879 11.866 EEG055
18.149 -31.828 0.89 EEG056
-9.59 -36.661 2.882 EEG057
0.035 -37.458 4.779 EEG058
9.729 -36.566 2.869 EEG059
0.001 -38.655 -7.524 EEG060
