5.679 5.417 -2.529 E1
3.792 7.491 3.01 E2
2.815 7.012 4.896 E3
0.0 3.735 7.744 E4
2.645 8.718 1.068 E5
0.0 7.814 4.95 E6
-2.39 3.193 7.466 E7
0.0 8.906 3.047 E8
-2.815 7.012 4.896 E9
-2.645 8.718 1.068 E10
-3.792 7.491 3.01 E11
-4.376 5.908 4.284 E12
-5.576 5.351 2.783 E13
-5.443 4.08 4.541 E14
-4.673 2.647 6.18 E15
-3.626 0.942 7.485 E16
-5.679 5.417 -2.529 E17
-6.279 4.05 -0.35 E18
-6.696 2.913 2.385 E19
-5.377 0.28 6.264 E20
-3.837 -1.491 7.619 E21
-6.776 -0.786 4.514 E22
-6.713 1.255 -3.489 E23
-7.168 -1.831 -0.617 E24
-7.176 -2.256 2.341 E25
-6.611 -2.955 4.1 E26
-6.435 -4.58 2.698 E27
-5.722 -4.411 4.863 E28
-6.457 -3.67 -2.935 E29
-5.922 -5.648 0.051 E30
-4.04 -5.948 5.265 E31
-5.303 -5.76 -2.837 E32
-1.81 -7.217 5.126 E33
0.0 -4.283 7.978 E34
-2.688 -8.447 0.235 E35
0.0 -7.683 4.6 E36
0.0 -8.828 0.479 E37
1.81 -7.217 5.126 E38
2.688 -8.447 0.235 E39
4.04 -5.948 5.265 E40
3.837 -1.491 7.619 E41
5.722 -4.411 4.863 E42
5.303 -5.76 -2.837 E43
5.922 -5.648 0.051 E44
6.435 -4.58 2.698 E45
6.611 -2.955 4.1 E46
6.457 -3.67 -2.935 E47
7.176 -2.256 2.341 E48
6.776 -0.786 4.514 E49
5.377 0.28 6.264 E50
3.626 0.942 7.485 E51
7.168 -1.831 -0.617 E52
4.673 2.647 6.18 E53
2.39 3.193 7.466 E54
6.713 1.255 -3.489 E55
6.696 2.913 2.385 E56
5.443 4.08 4.541 E57
6.279 4.05 -0.35 E58
5.576 5.351 2.783 E59
4.376 5.908 4.284 E60
6.004 4.439 -4.327 E61
3.673 6.525 -6.408 E62
-3.673 6.525 -6.408 E63
-6.004 4.439 -4.327 E64
0.0 0.0 8.733 Cz
