0.0 0.0 88.0 A1(Cz)
0.0 -17.0 86.0 A2
0.0 -34.0 81.0 A3(CPz)
0.0 -50.0 72.0 A4
-24.0 -58.0 61.0 A5(approx:P1)
-45.0 -45.0 61.0 A6
-52.0 -52.0 47.0 A7(approx:P3)
-48.0 -66.0 31.0 A8
-51.0 -70.0 14.0 A9
-51.0 -71.0 -3.0 A10(PO7)
-50.0 -69.0 -20.0 A11
-47.0 -64.0 -37.0 A12
-25.0 -75.0 -37.0 A13
-26.0 -81.0 -20.0 A14
-27.0 -83.0 -3.0 A15(O1)
-27.0 -82.0 14.0 A16
-25.0 -78.0 31.0 A17(approx:PO3)
-28.0 -68.0 47.0 A18(approx:CMS)
0.0 -63.0 61.0 A19(Pz)
0.0 -74.0 47.0 A20
0.0 -82.0 31.0 A21(POz)
0.0 -86.0 14.0 A22
0.0 -87.0 -3.0 A23(Oz)
0.0 -85.0 -20.0 A24
0.0 -79.0 -37.0 A25(Iz,Inion)
25.0 -75.0 -37.0 A26
26.0 -81.0 -20.0 A27
27.0 -83.0 -3.0 A28(O2)
27.0 -82.0 14.0 A29
25.0 -78.0 31.0 A30(approx:PO4)
28.0 -68.0 47.0 A31(approx:DRL)
24.0 -58.0 61.0 A32(approx:P2)
17.0 -5.0 86.0 B1
24.0 -24.0 81.0 B2(approx:CP2)
45.0 -45.0 61.0 B3
52.0 -52.0 47.0 B4(approx:P4)
48.0 -66.0 31.0 B5
51.0 -70.0 14.0 B6
51.0 -71.0 -3.0 B7(PO8)
50.0 -69.0 -20.0 B8
47.0 -64.0 -37.0 B9
69.0 -50.0 -20.0 B10(approx:P10)
71.0 -51.0 -3.0 B11(P8)
70.0 -51.0 14.0 B12
66.0 -48.0 31.0 B13(approx:P6)
83.0 -27.0 -3.0 B14(TP8)
82.0 -27.0 14.0 B15
78.0 -25.0 31.0 B16(approx:CP6)
68.0 -28.0 47.0 B17
58.0 -24.0 61.0 B18(approx:CP4)
43.0 -25.0 72.0 B19
34.0 0.0 81.0 B20(C2)
50.0 0.0 72.0 B21
63.0 0.0 61.0 B22(C4)
74.0 0.0 47.0 B23
82.0 0.0 31.0 B24(C6)
86.0 0.0 14.0 B25
87.0 0.0 -3.0 B26(T8)
83.0 27.0 -3.0 B27(FT8)
82.0 27.0 14.0 B28
78.0 25.0 31.0 B29(approx:FC6)
68.0 28.0 47.0 B30
58.0 24.0 61.0 B31(approx:FC4)
43.0 25.0 72.0 B32
10.0 14.0 86.0 C1
24.0 24.0 81.0 C2
45.0 45.0 61.0 C3
52.0 52.0 47.0 C4(approx:F4)
66.0 48.0 31.0 C5(approx:F6)
70.0 51.0 14.0 C6
71.0 51.0 -3.0 C7(F8)
51.0 71.0 -3.0 C8(AF8)
51.0 70.0 14.0 C9
48.0 66.0 31.0 C10
25.0 43.0 72.0 C11(approx:FC2)
24.0 58.0 61.0 C12(approx:F2)
28.0 68.0 47.0 C13
25.0 78.0 31.0 C14
27.0 82.0 14.0 C15(approx:AF4)
27.0 83.0 -3.0 C16(Fp2)
0.0 87.0 -3.0 C17(Fpz)
0.0 86.0 14.0 C18
0.0 82.0 31.0 C19(AFz)
0.0 74.0 47.0 C20
0.0 63.0 61.0 C21(Fz)
0.0 50.0 72.0 C22
0.0 34.0 81.0 C23(FCz)
-25.0 43.0 72.0 C24(approx:FC1)
-24.0 58.0 61.0 C25(approx:F1)
-28.0 68.0 47.0 C26
-25.0 78.0 31.0 C27
-27.0 82.0 14.0 C28(approx:AF3)
-27.0 83.0 -3.0 C29(Fp1)
-51.0 71.0 -3.0 C30(AF7)
-51.0 70.0 14.0 C31
-48.0 66.0 31.0 C32
-10.0 14.0 86.0 D1
-24.0 24.0 81.0 D2
-45.0 45.0 61.0 D3
-52.0 52.0 47.0 D4(approx:F3)
-66.0 48.0 31.0 D5(approx:F5)
-70.0 51.0 14.0 D6
-71.0 51.0 -3.0 D7(F7)
-83.0 27.0 -3.0 D8(FT7)
-82.0 27.0 14.0 D9
-78.0 25.0 31.0 D10(approx:FC5)
-68.0 28.0 47.0 D11
-58.0 24.0 61.0 D12(approx:FC3)
-43.0 25.0 72.0 D13
-34.0 0.0 81.0 D14(C1)
-17.0 -5.0 86.0 D15
-24.0 -24.0 81.0 D16(approx:CP1)
-43.0 -25.0 72.0 D17
-50.0 0.0 72.0 D18
-63.0 0.0 61.0 D19(C3)
-74.0 0.0 47.0 D20
-82.0 0.0 31.0 D21(C5)
-86.0 0.0 14.0 D22
-87.0 0.0 -3.0 D23(T7)
-83.0 -27.0 -3.0 D24(TP7)
-82.0 -27.0 14.0 D25
-78.0 -25.0 31.0 D26(approxCP5)
-68.0 -28.0 47.0 D27
-58.0 -24.0 61.0 D28(approx:CP3)
-66.0 -48.0 31.0 D29(approx:P5)
-70.0 -51.0 14.0 D30
-71.0 -51.0 -3.0 D31(P7)
-69.0 -50.0 -20.0 D32(approx:P9)
