   5.9925785e-01   2.0134266e-02   8.0030284e-01
   5.3456124e-01   1.8219936e-01   8.2525613e-01
   5.1164992e-01   3.7481440e-01   7.7312904e-01
   4.8034871e-01   5.7155877e-01   6.6527114e-01
   3.9575765e-01   6.5841442e-01   6.4020804e-01
   4.5310555e-01   8.1223403e-01   3.6738431e-01
   7.2293922e-02   9.6339755e-01   2.5814482e-01
   4.7189956e-01   2.0017850e-01   8.5862644e-01
   4.4895946e-01   3.7441411e-01   8.1132575e-01
   3.8464534e-01   5.6097477e-01   7.3304520e-01
   3.8748253e-01   6.6422933e-01   6.3926262e-01
   7.2169146e-02   8.7676716e-01   4.7546919e-01
   3.0376586e-01   5.2017870e-01   7.9821076e-01
   2.3114698e-02   7.4196297e-01   6.7004228e-01
   3.8452001e-01   2.9783125e-01   8.7375106e-01
   1.5603565e-01   5.1469953e-01   8.4305235e-01
   4.5695939e-01   4.1849348e-02   8.8850253e-01
   4.0964295e-01   1.3837880e-01   9.0168950e-01
   2.9359529e-01   2.8448012e-01   9.1261869e-01
   7.6655369e-02   3.0269108e-01   9.5000109e-01
  -1.6063486e-01   2.4907356e-01   9.5507005e-01
   3.5164303e-01   7.7706494e-02   9.3290347e-01
   2.3986493e-01   1.2678943e-01   9.6249117e-01
   9.7444866e-01   1.4337685e-01  -1.7289561e-01
   9.1816126e-01   3.6403725e-01  -1.5638663e-01
   8.1147806e-01   5.6888302e-01  -1.3369914e-01
   6.2105491e-01   7.7594149e-01  -1.1047898e-01
   9.9101540e-01   8.3262874e-02  -1.0466977e-01
   9.6166520e-01   2.5115307e-01  -1.1010079e-01
   9.4790645e-01   2.9966642e-01  -1.0804349e-01
   6.7911141e-01   7.2584025e-01  -1.0937834e-01
   5.4438771e-01   8.3427206e-01  -8.7362188e-02
   9.8015458e-01   1.4613902e-01   1.3394169e-01
   9.5680476e-01   2.8627160e-01   5.0727010e-02
   7.5498472e-01   6.4252215e-01   1.3100897e-01
   6.0470586e-01   7.9633404e-01  -1.3524725e-02
   4.5827717e-01   8.8717284e-01  -5.3910901e-02
   9.3039790e-01   1.7286568e-02   3.6614330e-01
   9.4695455e-01   1.6556866e-01   2.7543437e-01
   7.7743578e-01   5.0989148e-01   3.6824488e-01
   7.2817332e-01   6.0279309e-01   3.2619642e-01
   4.7793709e-01   8.7790847e-01   2.9203703e-02
   4.5434667e-01   8.9046116e-01  -2.5456396e-02
   8.5237703e-01  -1.0619987e-01   5.1203027e-01
   7.2002679e-01   3.6811096e-01   5.8826503e-01
   7.1981422e-01   5.2145227e-01   4.5820849e-01
   5.7595709e-01   7.1008512e-01   4.0503401e-01
   4.4457465e-01   8.8458440e-01   1.4093905e-01
   3.8333456e-01   9.1938586e-01   8.8228477e-02
   6.6910094e-01   1.6005005e-01   7.2573268e-01
   6.2440396e-01   3.5767755e-01   6.9439647e-01
   5.3664387e-01   5.7538176e-01   6.1721081e-01
   5.0905071e-01   6.7117025e-01   5.3888576e-01
   3.6970507e-01   9.0427882e-01   2.1353681e-01
   3.1975598e-01   9.4093883e-01   1.1131140e-01
  -3.9360455e-02   9.9167506e-01   1.2260232e-01
  -8.5183296e-01   3.9040625e-01   3.4923283e-01
  -8.0456825e-01   4.6481296e-01   3.6961986e-01
  -7.0755986e-01   6.5130085e-01   2.7416464e-01
  -5.1781071e-01   8.3718415e-01   1.7605331e-01
  -9.1534907e-01   3.0666283e-01   2.6094825e-01
  -8.8063519e-01   3.8609578e-01   2.7461192e-01
  -7.8516750e-01   5.8409516e-01   2.0577863e-01
  -6.2284609e-01   7.6483362e-01   1.6459734e-01
  -9.3413944e-01   2.7647065e-01   2.2571549e-01
  -8.5011467e-01   4.8016790e-01   2.1620324e-01
  -7.1079675e-01   6.8210874e-01   1.7174300e-01
  -5.3038764e-01   8.3643096e-01   1.3810213e-01
  -9.5586531e-01   1.7909707e-01   2.3290715e-01
  -8.9606427e-01   3.9178581e-01   2.0874076e-01
  -7.8783931e-01   5.8630976e-01   1.8854728e-01
  -6.2549761e-01   7.6635933e-01   1.4644490e-01
  -9.3144954e-01   2.8673265e-01   2.2402266e-01
  -8.5178150e-01   4.8595042e-01   1.9575612e-01
  -7.1324737e-01   6.7917258e-01   1.7321315e-01
  -1.4329971e-01   4.5650952e-01   8.7810264e-01
  -5.8448410e-01   1.4720153e-01   7.9794113e-01
  -4.0543319e-01   3.4839606e-01   8.4512964e-01
  -5.5208980e-02   6.6251958e-01   7.4700722e-01
  -6.8970079e-01   2.3218971e-01   6.8585768e-01
  -5.9068922e-01   3.2392627e-01   7.3902504e-01
  -5.4494127e-01   4.8227429e-01   6.8589396e-01
  -1.3632497e-01   7.3930956e-01   6.5942163e-01
  -3.6365537e-02   8.2537804e-01   5.6340806e-01
  -6.7207680e-01   5.1894393e-01   5.2821395e-01
  -5.9135836e-01   5.7237201e-01   5.6805420e-01
  -5.5841328e-01   6.9191796e-01   4.5762883e-01
  -1.6768610e-01   8.7753550e-01   4.4923582e-01
   1.1509748e-02   9.4382077e-01   3.3025728e-01
  -7.6580469e-01   1.1361575e-01   6.3295707e-01
  -7.6657909e-01   4.5243334e-01   4.5569790e-01
  -7.2948082e-01   5.1039838e-01   4.5535835e-01
  -5.8017173e-01   7.2274315e-01   3.7555706e-01
