   1.0785499e+01   6.9880746e-01   1.2761474e+01
   9.8716955e+00   2.6063432e+00   1.3181156e+01
   9.1648823e+00   4.6387643e+00   1.2994264e+01
   7.9787341e+00   6.6224882e+00   1.2605990e+01
   6.6241596e+00   8.1142953e+00   1.2088648e+01
   4.8850277e+00   9.3862321e+00   1.1441772e+01
   2.7543808e+00   9.9591347e+00   1.0411626e+01
   8.0201752e+00   3.1012420e+00   1.4158809e+01
   7.2842637e+00   5.0946584e+00   1.3911515e+01
   6.0156904e+00   6.8569866e+00   1.3574291e+01
   4.5707379e+00   8.1025180e+00   1.3235998e+01
   2.4858120e+00   9.1250040e+00   1.2444771e+01
   4.2747651e+00   6.2691164e+00   1.4737020e+01
   2.1627433e+00   7.9036784e+00   1.4141297e+01
   5.5444045e+00   4.4830473e+00   1.5017805e+01
   2.2502198e+00   6.0070345e+00   1.5481663e+01
   7.5976808e+00   1.0267278e+00   1.4630225e+01
   6.0177997e+00   2.3531008e+00   1.5285370e+01
   3.5125375e+00   4.3213599e+00   1.5866516e+01
   1.2351749e+00   4.3158441e+00   1.6340647e+01
  -7.5538092e-01   3.4515577e+00   1.6489881e+01
   4.2453046e+00   1.3590639e+00   1.6150745e+01
   2.3973229e+00   2.6207051e+00   1.6567575e+01
   1.4609934e+01   1.3307961e+00   2.7333052e+00
   1.3985768e+01   3.5419152e+00   2.5737368e+00
   1.2890176e+01   5.5105866e+00   2.1992554e+00
   1.1334454e+01   7.0760606e+00   1.5430474e+00
   1.5008761e+01   1.6583528e-01   4.7285862e+00
   1.4672459e+01   2.3399567e+00   4.6725121e+00
   1.4013475e+01   4.3148932e+00   4.5506296e+00
   1.2638133e+01   6.3014361e+00   4.2679304e+00
   1.1008832e+01   7.5694364e+00   3.6709229e+00
   1.4761347e+01   1.3564517e+00   6.6738465e+00
   1.4299881e+01   3.4285256e+00   6.5019400e+00
   1.3205044e+01   5.6248945e+00   6.4037346e+00
   1.1790550e+01   7.1687952e+00   6.0153078e+00
   1.0002719e+01   8.2807721e+00   5.4781759e+00
   1.4265312e+01   3.4008703e-01   8.6265833e+00
   1.4122658e+01   2.3746458e+00   8.4761327e+00
   1.3249096e+01   4.6733270e+00   8.4682914e+00
   1.2062234e+01   6.4313510e+00   8.2729125e+00
   1.0397642e+01   8.0074047e+00   7.4892713e+00
   8.3795211e+00   9.1288262e+00   6.6856396e+00
   1.3362100e+01   1.1739261e+00   1.0408922e+01
   1.2803689e+01   3.5223504e+00   1.0277907e+01
   1.1812884e+01   5.4648952e+00   1.0161318e+01
   1.0436117e+01   7.1373266e+00   9.7706865e+00
   8.6768769e+00   8.7507134e+00   8.7436556e+00
   6.7703802e+00   9.8202081e+00   7.7722915e+00
   1.1787850e+01   2.4107734e+00   1.1760215e+01
   1.0995613e+01   4.3474498e+00   1.1820631e+01
   9.8300027e+00   6.1688081e+00   1.1576771e+01
   8.5927573e+00   7.7674937e+00   1.0910842e+01
   7.0729512e+00   9.2474888e+00   9.8879079e+00
   5.3840509e+00   1.0034897e+01   9.2352846e+00
   3.1009474e+00   1.0415301e+01   8.3893203e+00
  -8.5843826e+00   3.5246653e+00   1.0024510e+01
  -7.7522360e+00   5.4975846e+00   9.7034711e+00
  -6.5221993e+00   7.4007396e+00   9.3609865e+00
  -4.8320072e+00   8.8749528e+00   8.8616853e+00
  -9.5383480e+00   2.5725802e+00   8.3241814e+00
  -8.9092773e+00   4.4936335e+00   8.1473671e+00
  -7.8179787e+00   6.5224780e+00   7.7249316e+00
  -6.2973933e+00   8.1817200e+00   7.2858265e+00
  -9.7895929e+00   3.3947131e+00   6.4178400e+00
  -8.9250548e+00   5.5160351e+00   6.0917580e+00
  -7.6292651e+00   7.3369563e+00   5.7234895e+00
  -5.9238543e+00   8.8294609e+00   5.2535947e+00
  -1.0496572e+01   2.2894464e+00   4.6335881e+00
  -9.9008776e+00   4.4415217e+00   4.3965370e+00
  -8.8225580e+00   6.4347801e+00   4.0793467e+00
  -7.3200333e+00   8.1031372e+00   3.7165918e+00
  -1.0735420e+01   3.3107869e+00   2.6509262e+00
  -9.8895312e+00   5.4635818e+00   2.3889387e+00
  -8.5875571e+00   7.3282830e+00   2.0682168e+00
  -4.7132814e-01   5.5364505e+00   1.5828620e+01
  -4.5791296e+00   1.9941767e+00   1.5157042e+01
  -2.4934267e+00   4.7615244e+00   1.5583834e+01
   3.4820779e-01   7.2615993e+00   1.4790790e+01
  -5.9254305e+00   3.0204128e+00   1.3795299e+01
  -4.4046780e+00   4.5306783e+00   1.4544948e+01
  -3.2776438e+00   6.4596287e+00   1.4308287e+01
  -1.3377808e+00   8.0075010e+00   1.3803094e+01
   4.9897543e-01   8.7520538e+00   1.3199421e+01
  -5.8562706e+00   5.2848143e+00   1.2901793e+01
  -4.6952023e+00   6.8679353e+00   1.2743914e+01
  -3.3485038e+00   8.3660766e+00   1.2335385e+01
  -1.1864816e+00   9.3525552e+00   1.1869565e+01
   7.9692553e-01   9.7971742e+00   1.1263111e+01
  -7.7361819e+00   2.1199840e+00   1.2032469e+01
  -7.3650715e+00   4.4092419e+00   1.1474541e+01
  -6.3579707e+00   6.3033133e+00   1.1239712e+01
  -4.9632985e+00   8.0304198e+00   1.0889637e+01
  -3.3040934e+00   9.2870409e+00   1.0357400e+01
  -1.0424173e+00   1.0098457e+01   9.8939254e+00
   9.7543885e-01   1.0321368e+01   9.2271516e+00
   8.2528142e+00   9.1028329e+00   4.5202251e+00
   6.5001483e+00   9.9097396e+00   5.5806982e+00
   4.6498035e+00   1.0342919e+01   6.7030615e+00
   1.5069071e+00   1.1297193e+01   7.0180916e+00
  -6.1074039e-01   1.0979450e+01   7.7586459e+00
  -2.9737216e+00   9.9518574e+00   8.3287738e+00
   9.2670486e+00   8.4640293e+00   2.6846815e+00
   6.4970530e+00   9.7978081e+00   3.3942955e+00
   4.6495524e+00   1.0615027e+01   4.5212734e+00
   2.5333167e+00   1.1217204e+01   5.1087633e+00
  -1.8841935e-01   1.1542167e+01   5.6220645e+00
  -2.4529574e+00   1.1152632e+01   6.2164602e+00
  -4.3781460e+00   9.4560865e+00   6.7766985e+00
   9.5831935e+00   8.1696141e+00   5.5875933e-01
   7.5543484e+00   9.2044045e+00   1.5636711e+00
   4.7005062e+00   1.0520465e+01   2.3544875e+00
   2.5719615e+00   1.1324801e+01   2.9302910e+00
   4.3828239e-01   1.1534455e+01   3.5285219e+00
  -1.8097601e+00   1.1512038e+01   4.1146663e+00
